,ID,Age,Gender,Native_Language,Stimulus,Word,Reaction.time
0,5-08,17,Female,Non-English,1,Once,0.4503536960000929
1,5-08,17,Female,Non-English,1,upon,0.344381152999631
2,5-08,17,Female,Non-English,1,a,0.3305110549999881
3,5-08,17,Female,Non-English,1,"time,",0.30235492100018746
4,5-08,17,Female,Non-English,1,a,0.3528314280001723
5,5-08,17,Female,Non-English,1,very,0.33807643599993753
6,5-08,17,Female,Non-English,1,long,0.33166951299972425
7,5-08,17,Female,Non-English,1,time,0.3258224480005083
8,5-08,17,Female,Non-English,1,ago,0.3429075920003015
9,5-08,17,Female,Non-English,1,"now,",0.3195400470003733
10,5-08,17,Female,Non-English,1,about,0.4989777219998359
11,5-08,17,Female,Non-English,1,last,0.33703978700032167
12,5-08,17,Female,Non-English,1,"Friday,",0.2677865200002998
13,5-08,17,Female,Non-English,1,Winnie-the-Pooh,0.3961570130004475
14,5-08,17,Female,Non-English,1,lived,0.45466282600045815
15,5-08,17,Female,Non-English,1,in,0.3151841200005947
16,5-08,17,Female,Non-English,1,a,0.3359925039994778
17,5-08,17,Female,Non-English,1,forest,0.3435534709997228
18,5-08,17,Female,Non-English,1,all,0.3209492269998009
19,5-08,17,Female,Non-English,1,by,0.3117258160000347
20,5-08,17,Female,Non-English,1,himself,0.3306330640007218
21,5-08,17,Female,Non-English,1,under,0.4356322870007716
22,5-08,17,Female,Non-English,1,the,0.29455262000010407
23,5-08,17,Female,Non-English,1,name,0.287941026000226
24,5-08,17,Female,Non-English,1,of,0.3348090780000348
25,5-08,17,Female,Non-English,1,Sanders.,0.29724814299970603
26,5-08,17,Female,Non-English,1,One,0.3416776199992455
27,5-08,17,Female,Non-English,1,day,0.30109448400071415
28,5-08,17,Female,Non-English,1,when,0.3842110469995532
29,5-08,17,Female,Non-English,1,he,0.2972993490002409
30,5-08,17,Female,Non-English,1,was,0.35480223300055513
31,5-08,17,Female,Non-English,1,out,0.3897982319995208
32,5-08,17,Female,Non-English,1,"walking,",0.38540525900043576
33,5-08,17,Female,Non-English,1,he,0.3305129880000095
34,5-08,17,Female,Non-English,1,came,0.2601199760001691
35,5-08,17,Female,Non-English,1,to,0.27182719399934285
36,5-08,17,Female,Non-English,1,an,0.3361550770005124
37,5-08,17,Female,Non-English,1,open,0.318888973999492
38,5-08,17,Female,Non-English,1,place,0.3439305920001061
39,5-08,17,Female,Non-English,1,in,0.3047058180000022
40,5-08,17,Female,Non-English,1,the,0.31043251099981717
41,5-08,17,Female,Non-English,1,middle,0.3019784729995081
42,5-08,17,Female,Non-English,1,of,0.2974485780005125
43,5-08,17,Female,Non-English,1,the,0.42367905999981303
44,5-08,17,Female,Non-English,1,"forest,",0.30430261099991185
45,5-08,17,Female,Non-English,1,and,0.30748025799948664
46,5-08,17,Female,Non-English,1,in,0.30165605699949083
47,5-08,17,Female,Non-English,1,the,0.32160300399937114
48,5-08,17,Female,Non-English,1,middle,0.29648477400041884
49,5-08,17,Female,Non-English,1,of,0.29000026100038667
50,5-08,17,Female,Non-English,1,this,0.2802617879997342
51,5-08,17,Female,Non-English,1,place,0.3020552130001306
52,5-08,17,Female,Non-English,1,was,0.2785023690003072
53,5-08,17,Female,Non-English,1,a,0.3090284519994384
54,5-08,17,Female,Non-English,1,large,0.32947430499916663
55,5-08,17,Female,Non-English,1,"oak-tree,",0.44039597299979505
56,5-08,17,Female,Non-English,1,"and,",0.26868703499985713
57,5-08,17,Female,Non-English,1,from,0.3201448749996416
58,5-08,17,Female,Non-English,1,the,0.3570532740004637
59,5-08,17,Female,Non-English,1,top,0.21479261800050153
60,5-08,17,Female,Non-English,1,of,0.2941848989994469
61,5-08,17,Female,Non-English,1,the,0.3288094330000604
62,5-08,17,Female,Non-English,1,"tree,",0.2786475760003668
63,5-08,17,Female,Non-English,1,there,0.28739075799967395
64,5-08,17,Female,Non-English,1,came,0.43322652300048503
65,5-08,17,Female,Non-English,1,a,0.27669472199977463
66,5-08,17,Female,Non-English,1,loud,0.274645468000017
67,5-08,17,Female,Non-English,1,buzzing-noise.,0.3716603579996445
68,5-08,17,Female,Non-English,1,Winnie-the-Pooh,0.3097787849992528
69,5-08,17,Female,Non-English,1,sat,0.30500819999997475
70,5-08,17,Female,Non-English,1,down,0.3121095909991709
71,5-08,17,Female,Non-English,1,at,0.2989599439997619
72,5-08,17,Female,Non-English,1,the,0.3751596599995537
73,5-08,17,Female,Non-English,1,foot,0.28286965400002373
74,5-08,17,Female,Non-English,1,of,0.2642503470005977
75,5-08,17,Female,Non-English,1,the,0.2859389069999452
76,5-08,17,Female,Non-English,1,"tree,",0.30307880499913153
77,5-08,17,Female,Non-English,1,put,0.3178544559996226
78,5-08,17,Female,Non-English,1,his,0.3579477200000838
79,5-08,17,Female,Non-English,1,head,0.3687781590006125
80,5-08,17,Female,Non-English,1,between,0.33116919299936853
81,5-08,17,Female,Non-English,1,his,0.2747988760002045
82,5-08,17,Female,Non-English,1,"paws,",0.3606395609995161
83,5-08,17,Female,Non-English,1,and,0.27574111099966103
84,5-08,17,Female,Non-English,1,began,0.2857967509999071
85,5-08,17,Female,Non-English,1,to,0.28700631500032614
86,5-08,17,Female,Non-English,1,think.,0.32216186999994534
87,5-08,17,Female,Non-English,1,First,0.2707527230004416
88,5-08,17,Female,Non-English,1,of,0.3211758449997433
89,5-08,17,Female,Non-English,1,all,0.3012531829999716
90,5-08,17,Female,Non-English,1,he,0.557620562000011
