,ID,Age,Gender,Native_Language,Stimulus,Word,Reaction_Time
0,1,24,Female,Non English,2,Once,0.7575394089799374
1,1,24,Female,Non English,2,upon,0.4543419589754194
2,1,24,Female,Non English,2,a,0.45225049497094005
3,1,24,Female,Non English,2,"time,",0.521354975993745
4,1,24,Female,Non English,2,a,0.4870910650352016
5,1,24,Female,Non English,2,very,0.4741938399965875
6,1,24,Female,Non English,2,long,0.543080909003038
7,1,24,Female,Non English,2,time,0.4495073980069719
8,1,24,Female,Non English,2,ago,0.48790405702311546
9,1,24,Female,Non English,2,"now,",0.41148038097890094
10,1,24,Female,Non English,2,about,0.4014501060009934
11,1,24,Female,Non English,2,last,0.3879051679978147
12,1,24,Female,Non English,2,"Friday,",0.39511639898410067
13,1,24,Female,Non English,2,Winnie-the-Pooh,0.4319755660253577
14,1,24,Female,Non English,2,lived,0.4802458960330114
15,1,24,Female,Non English,2,in,0.5017368230037391
16,1,24,Female,Non English,2,a,0.5189342689700425
17,1,24,Female,Non English,2,forest,0.42815469001652673
18,1,24,Female,Non English,2,all,0.39063496800372377
19,1,24,Female,Non English,2,by,0.35822436795569956
20,1,24,Female,Non English,2,himself,0.38746033498318866
21,1,24,Female,Non English,2,under,0.30264751601498574
22,1,24,Female,Non English,2,the,0.3304083729744889
23,1,24,Female,Non English,2,name,0.36577499797567725
24,1,24,Female,Non English,2,of,0.3601202279678546
25,1,24,Female,Non English,2,Sanders.,0.43119736696826294
26,1,24,Female,Non English,2,One,0.4909690559725277
27,1,24,Female,Non English,2,day,0.4465458379709162
28,1,24,Female,Non English,2,when,0.3671064099762589
29,1,24,Female,Non English,2,he,0.3845578029868193
30,1,24,Female,Non English,2,was,0.4028322479571216
31,1,24,Female,Non English,2,out,0.41485152597306296
32,1,24,Female,Non English,2,"walking,",0.4233336430042982
33,1,24,Female,Non English,2,he,0.42118136095814407
34,1,24,Female,Non English,2,came,0.4665839369990863
35,1,24,Female,Non English,2,to,0.3961603619973175
36,1,24,Female,Non English,2,an,0.49393042700830847
37,1,24,Female,Non English,2,open,0.501150581985712
38,1,24,Female,Non English,2,place,0.44961755897384137
39,1,24,Female,Non English,2,in,0.4270685749943368
40,1,24,Female,Non English,2,the,0.4648370129871182
41,1,24,Female,Non English,2,middle,0.4814456930034794
42,1,24,Female,Non English,2,of,0.4620106900110841
43,1,24,Female,Non English,2,the,0.44719331903615966
44,1,24,Female,Non English,2,"forest,",0.4351829400402494
45,1,24,Female,Non English,2,and,0.4290887339739129
46,1,24,Female,Non English,2,in,0.3483664700179361
47,1,24,Female,Non English,2,the,0.6999697569990531
48,1,24,Female,Non English,2,middle,0.39777737599797547
49,1,24,Female,Non English,2,of,0.36438942700624466
50,1,24,Female,Non English,2,this,0.34381029300857335
51,1,24,Female,Non English,2,place,0.38106510101351887
52,1,24,Female,Non English,2,was,0.4001157860038802
53,1,24,Female,Non English,2,a,0.35701600095489994
54,1,24,Female,Non English,2,large,0.3321243840036914
55,1,24,Female,Non English,2,"oak-tree,",0.33238690003054217
56,1,24,Female,Non English,2,"and,",0.37392193597042933
57,1,24,Female,Non English,2,from,0.3165846670162864
58,1,24,Female,Non English,2,the,0.3334764289902523
