,ID,Age,Gender,Native_Language,Stimulus,Word,Reaction.time
0,5-05,23,Female,Non-English,2,Once,0.5444180020003841
1,5-05,23,Female,Non-English,2,upon,0.20869587500010311
2,5-05,23,Female,Non-English,2,a,0.33909021399995254
3,5-05,23,Female,Non-English,2,"time,",0.2734283540003162
4,5-05,23,Female,Non-English,2,a,0.33722369599991
5,5-05,23,Female,Non-English,2,very,0.39747692400032975
6,5-05,23,Female,Non-English,2,long,0.3237379540000802
7,5-05,23,Female,Non-English,2,time,0.31718364900007145
8,5-05,23,Female,Non-English,2,ago,0.34852053899976454
9,5-05,23,Female,Non-English,2,"now,",0.3526593269998557
10,5-05,23,Female,Non-English,2,about,0.6138338979999389
11,5-05,23,Female,Non-English,2,last,0.3305734969999321
12,5-05,23,Female,Non-English,2,"Friday,",0.3465002490002007
13,5-05,23,Female,Non-English,2,Winnie-the-Pooh,0.34527148500001204
14,5-05,23,Female,Non-English,2,lived,0.35516829900006996
15,5-05,23,Female,Non-English,2,in,0.3748675679998996
16,5-05,23,Female,Non-English,2,a,0.44915398499961157
17,5-05,23,Female,Non-English,2,forest,0.25159535200009486
18,5-05,23,Female,Non-English,2,all,0.4148456679999981
19,5-05,23,Female,Non-English,2,by,0.30999013600012404
20,5-05,23,Female,Non-English,2,himself,0.2981294119999802
21,5-05,23,Female,Non-English,2,under,0.34760824100021637
22,5-05,23,Female,Non-English,2,the,0.26994759399985924
23,5-05,23,Female,Non-English,2,name,0.34090803099979894
24,5-05,23,Female,Non-English,2,of,0.31073454799980027
25,5-05,23,Female,Non-English,2,Sanders.,0.640033836999919
26,5-05,23,Female,Non-English,2,One,0.3636895650001861
27,5-05,23,Female,Non-English,2,day,0.26062402500019743
28,5-05,23,Female,Non-English,2,when,0.22740092799995182
29,5-05,23,Female,Non-English,2,he,0.2759311150002759
30,5-05,23,Female,Non-English,2,was,0.21435950000022785
31,5-05,23,Female,Non-English,2,out,0.27388894700015953
32,5-05,23,Female,Non-English,2,"walking,",0.5345962899996266
33,5-05,23,Female,Non-English,2,he,0.21125587999995332
34,5-05,23,Female,Non-English,2,came,0.40370310299977064
35,5-05,23,Female,Non-English,2,to,0.25479826900027547
36,5-05,23,Female,Non-English,2,an,0.2919614239999646
37,5-05,23,Female,Non-English,2,open,0.22777885599998626
38,5-05,23,Female,Non-English,2,place,0.2873645370000304
39,5-05,23,Female,Non-English,2,in,0.36889462399994954
40,5-05,23,Female,Non-English,2,the,0.2024492239997926
41,5-05,23,Female,Non-English,2,middle,0.24819122300004892
42,5-05,23,Female,Non-English,2,of,0.2532323720001841
43,5-05,23,Female,Non-English,2,the,0.2947283700000298
44,5-05,23,Female,Non-English,2,"forest,",0.433596956999736
45,5-05,23,Female,Non-English,2,and,0.3155157549999785
46,5-05,23,Female,Non-English,2,in,0.24312180100014302
47,5-05,23,Female,Non-English,2,the,0.22976563700012775
48,5-05,23,Female,Non-English,2,middle,0.19071462700003394
49,5-05,23,Female,Non-English,2,of,0.23271374600017225
50,5-05,23,Female,Non-English,2,this,0.22465104599996266
51,5-05,23,Female,Non-English,2,place,0.2404479699998774
52,5-05,23,Female,Non-English,2,was,0.2659699249998084
53,5-05,23,Female,Non-English,2,a,0.4058198969996738
54,5-05,23,Female,Non-English,2,large,0.20267717700016874
55,5-05,23,Female,Non-English,2,"oak-tree,",0.24503298299987364
56,5-05,23,Female,Non-English,2,"and,",0.5473325009998007
