,ID,Age,Gender,Native_Language,Stimulus,Word,Reaction.time
0,5-01,54,Male,Non-English,2,Once,0.4564760190000925
1,5-01,54,Male,Non-English,2,upon,0.5115931240000009
2,5-01,54,Male,Non-English,2,a,0.44107315499991273
3,5-01,54,Male,Non-English,2,"time,",0.5343991780000579
4,5-01,54,Male,Non-English,2,a,0.4583337340000071
5,5-01,54,Male,Non-English,2,very,0.5188055410000061
6,5-01,54,Male,Non-English,2,long,0.5636640379999562
7,5-01,54,Male,Non-English,2,time,0.4841084749999709
8,5-01,54,Male,Non-English,2,ago,0.4979522569999517
9,5-01,54,Male,Non-English,2,"now,",0.46380184999998164
10,5-01,54,Male,Non-English,2,about,0.6276151060000075
11,5-01,54,Male,Non-English,2,last,0.46486859000003733
12,5-01,54,Male,Non-English,2,"Friday,",0.580701314999942
13,5-01,54,Male,Non-English,2,Winnie-the-Pooh,0.9043681289999768
14,5-01,54,Male,Non-English,2,lived,0.6393673960000115
15,5-01,54,Male,Non-English,2,in,0.49615579700002854
16,5-01,54,Male,Non-English,2,a,0.49712906899992504
17,5-01,54,Male,Non-English,2,forest,0.6102267449999772
18,5-01,54,Male,Non-English,2,all,0.4296785589999672
19,5-01,54,Male,Non-English,2,by,0.5100209740000992
20,5-01,54,Male,Non-English,2,himself,0.5347023029999036
21,5-01,54,Male,Non-English,2,under,0.7574991289999389
22,5-01,54,Male,Non-English,2,the,0.6767720010000176
23,5-01,54,Male,Non-English,2,name,0.4567590750000363
24,5-01,54,Male,Non-English,2,of,0.6180832039999586
25,5-01,54,Male,Non-English,2,Sanders.,0.6529056239999136
26,5-01,54,Male,Non-English,2,One,0.5657476619999215
27,5-01,54,Male,Non-English,2,day,0.7000443130000349
28,5-01,54,Male,Non-English,2,when,0.5482802340000035
29,5-01,54,Male,Non-English,2,he,0.49085038199996234
30,5-01,54,Male,Non-English,2,was,0.48377837700002146
31,5-01,54,Male,Non-English,2,out,0.5121020079999425
32,5-01,54,Male,Non-English,2,"walking,",0.6136949159999858
33,5-01,54,Male,Non-English,2,he,0.5320456360000207
34,5-01,54,Male,Non-English,2,came,0.5074825059999739
35,5-01,54,Male,Non-English,2,to,0.466786164000041
36,5-01,54,Male,Non-English,2,an,0.42939812399993116
37,5-01,54,Male,Non-English,2,open,0.5271681399999579
38,5-01,54,Male,Non-English,2,place,0.516428716000064
39,5-01,54,Male,Non-English,2,in,0.4584104489999845
40,5-01,54,Male,Non-English,2,the,0.43983483600004547
41,5-01,54,Male,Non-English,2,middle,0.3985355410000011
42,5-01,54,Male,Non-English,2,of,0.6282012039999927
43,5-01,54,Male,Non-English,2,the,0.33570544999997765
44,5-01,54,Male,Non-English,2,"forest,",0.5706391730000178
45,5-01,54,Male,Non-English,2,and,0.6182335620000003
46,5-01,54,Male,Non-English,2,in,0.42643165799995586
47,5-01,54,Male,Non-English,2,the,0.5937731059999578
48,5-01,54,Male,Non-English,2,middle,0.4605677590000141
49,5-01,54,Male,Non-English,2,of,0.5103539939999564
50,5-01,54,Male,Non-English,2,this,0.48157155199999124
51,5-01,54,Male,Non-English,2,place,0.4586813969999639
52,5-01,54,Male,Non-English,2,was,0.45019967799998994
53,5-01,54,Male,Non-English,2,a,0.6068946259999848
54,5-01,54,Male,Non-English,2,large,0.4308088920000728
55,5-01,54,Male,Non-English,2,"oak-tree,",0.650111893999906
56,5-01,54,Male,Non-English,2,"and,",0.560313615000041
57,5-01,54,Male,Non-English,2,from,0.49459197800001675
58,5-01,54,Male,Non-English,2,the,0.4853213549999964
59,5-01,54,Male,Non-English,2,top,0.5791350839999723
60,5-01,54,Male,Non-English,2,of,0.4559544730000198
61,5-01,54,Male,Non-English,2,the,0.48325275900003817
62,5-01,54,Male,Non-English,2,"tree,",0.4758087580000847
63,5-01,54,Male,Non-English,2,there,0.5167150699999183
64,5-01,54,Male,Non-English,2,came,0.6230727019999449
65,5-01,54,Male,Non-English,2,a,0.4549572429999671
66,5-01,54,Male,Non-English,2,loud,0.5429052890000321
67,5-01,54,Male,Non-English,2,buzzing-noise.,0.6380420870000307
68,5-01,54,Male,Non-English,2,Winnie-the-Pooh,1.178858071000036
69,5-01,54,Male,Non-English,2,sat,0.575770915000021
70,5-01,54,Male,Non-English,2,down,0.49037377000001925
71,5-01,54,Male,Non-English,2,at,0.580933024999922
72,5-01,54,Male,Non-English,2,the,0.521953888999974
